course_code,title,credits,attrs,multi_category
HCDD 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HCDD 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HCDD 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HDFS 101,Helping People: Introduction to Understanding Social Problems & How to Help,3.0,GHW;GS;US,True
HDFS 108,Art and Science of Human Flourishing,3.0,GHW;GS,True
HDFS 109,"Community, Connection, and Contemplation",1.5,GHW;US,True
HDFS 129,Introduction to Human Development and Family Studies,3.0,GS,False
HDFS 175,Introduction to Youth Development and Arts-based Social Justice,3.0,GA;GS,True
HDFS 200,Quantitative Skills for Human Services,3.0,GQ,False
HDFS 210,"Ethnicity, Health and Aging",3.0,GHW,False
HDFS 215,Global health and families,3.0,GHW;GS;IL,True
HDFS 229,Infant and Child Development,3.0,GS,False
HDFS 239,Adolescent Development,3.0,GS,False
HDFS 245,"Health, humanity, and longevity: Conversations with elders",3.0,GH;GS,True
HDFS 249,Adult Development and Aging,3.0,GHW;GS,True
HDFS 250,Sexual Identity over the Life Span,3.0,US,False
HDFS 254,Reading Our Lives: Understanding Diversity and Human Development through Memoirs,3.0,GH;GS;US,True
HDFS 258,Introduction to Child Maltreatment and Advocacy Studies,3.0,GHW;GS,True
HDFS 287Y,Intercultural Community-Building,3.0,US,False
HDFS 315,Family Development,3.0,US,False
HDFS 315Y,Family Development,3.0,US,False
HDFS 345,CONTEMPORARY URBAN ISSUES AND SOCIAL JUSTICE FRAMEWORKS /Maximum of 3,3.0,GS;US,True
HDFS 405,Gender and Social Development,3.0,US,False
HDFS 416,Racial and Ethnic Diversity and the American Family,3.0,US,False
HDFS 417,Biocultural Studies of Family Organization,3.0,IL;US,True
HDFS 424,Family Development in an Economic Context,3.0,US,False
HDFS 451,"Adoption: Policy, Practice, and Experience",3.0,US,False
HDFS 469U,Family Change in the Global Economy,3.0,IL,False
HDFS 480,"Health Disparities: Context, Causes, and Consequences",3.0,US,False
HDFS 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HDFS 499A,**SPECIAL TOPICS** /Maximum of 12,3.0,IL,False
HDFS 499B,**SPECIAL TOPICS** /Maximum of 12,3.0,IL,False
HDFS 499C,**SPECIAL TOPICS** /Maximum of 12,3.0,IL,False
HEBR 10,Jewish Civilization,3.0,GH;IL,True
HEBR 199,Foreign Study--Basic Hebrew 1-/Maximum of 12,12.0,IL,False
HEBR 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HEBR 399,Foreign Study--Intermediate Hebrew 1-/Maximum of 12,12.0,IL,False
HEBR 499,Foreign Study--Advanced Hebrew 1-/Maximum of 12,12.0,IL,False
HEBR 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HHD 200,Addiction Science to Society,3.0,GN;GS,True
HHD 497I,Intergenerational Communication,3.0,GH;GS,True
HHD 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HHUM 110,"Health, Illness, and the Human Condition",3.0,GH;GS,True
HHUM 111,Exploration of Allied Health Professions,3.0,GH;GHW;IL;US,True
HHUM 112,Mindfulness,3.0,GHW,False
HHUM 220,"Ethics, Society, and Science Fiction",3.0,GH;GS,True
HIST 1,Western Civilization I,3.0,GH;IL,True
HIST 10,World History to 1500,3.0,GH;IL,True
HIST 100,Ancient Greece,3.0,GH;IL,True
HIST 101,The Roman Republic and Empire,3.0,GH;IL,True
HIST 102,Ancient Israel,3.0,GH;IL,True
HIST 103,"The History of Madness, Mental Illness, and Psychiatry",3.0,GH;IL,True
HIST 104,Ancient Egypt,3.0,GH;IL,True
HIST 105,The Byzantine Empire,3.0,GH;IL,True
HIST 106,"Early Modern Empires of Islam: The Ottomans, Safavids, and Mughals",3.0,GH;IL,True
HIST 107,Medieval Europe,3.0,GH;IL,True
HIST 108,Crusades: Holy War in the Middle Ages,3.0,GH;IL,True
HIST 109,Introduction to U.S. Environmental History,3.0,GH;US,True
HIST 11,World History since 1500,3.0,GH;IL,True
HIST 110,Introduction to Global Environmental History,3.0,GH;IL,True
HIST 111,Introduction to U.S. Food History,3.0,GH;US,True
HIST 112,Introduction to Public History,3.0,GH;US,True
HIST 113,Baseball in Comparative History,3.0,GH;IL;US,True
HIST 114,Historical Perspectives on HealthCare Innovations,3.0,GH;GS;US,True
HIST 115,The American Jewish Experience,3.0,GH;US,True
HIST 116,Family and Gender Roles in Modern History,3.0,GH;GS;IL;US,True
HIST 117,Women in United States History,3.0,GH;US,True
HIST 118,Modern Jewish History,3.0,GH;IL,True
HIST 119,Gender and History,3.0,GH;IL,True
HIST 12,History of Pennsylvania,3.0,GH;US,True
HIST 120,History of Modern Europe since 1789,3.0,GH;GS;IL,True
HIST 121,History of the Holocaust 1933-1945,3.0,GH;IL,True
HIST 122,History of Science I,3.0,GH,False
HIST 123,History of Science II,3.0,GH,False
HIST 124,History of Western Medicine,3.0,GH;IL,True
HIST 125,History of Infectious Disease and Epidemiology,3.0,GH;GN,True
HIST 127,Introduction to U.S. Latina/o History,3.0,GH;US,True
HIST 128,Cultural Perspectives on Mathematics,3.0,GH;GN;IL,True
HIST 129,Chocolate Worlds,3.0,GH;GN,True
HIST 130,"Introduction to the Civil War Era, 1848 through 1877",3.0,GH;US,True
HIST 131,"Slavery, the Civil War, and Cinema",3.0,GA;GH;US,True
HIST 134,Great Britain and Ireland in the Early Modern World,3.0,GH;IL,True
HIST 138,North Korean History,3.0,GH;IL,True
HIST 139,The World at War: 1914-1918,3.0,GH;IL,True
HIST 140,The History of the Israel-Palestine Conflict (1917-Present) /Maximum of 3,3.0,GH;IL,True
HIST 141,Medieval and Modern Russia,3.0,GH;IL,True
HIST 142,History of Communism,3.0,GH;GS;IL,True
HIST 143,History of Fascism and Nazism,3.0,GH;GS;IL,True
HIST 144,The World at War: 1939-1945,3.0,GH;IL;US,True
HIST 145,The Holocaust and Human Rights,3.0,GH;GS;IL,True
HIST 148,History of Pennsylvania State University,3.0,GH;US,True
HIST 149,History of the CIA,3.0,GH;IL;US,True
HIST 150,America in the 1960s: An Introduction,3.0,GH;US,True
HIST 151,Technology and Society in American History,3.0,GH;GS;US,True
HIST 152,African American History,3.0,GH;US,True
HIST 153,Native American History,3.0,GH;US,True
HIST 154,History of Welfare and Poverty in the United States,3.0,GH;US,True
HIST 155,American Business History,3.0,GH;US,True
HIST 156,History of the American Worker,3.0,US,False
HIST 157,Railroads and American Society /Maximum of 3,3.0,GH;US,True
HIST 158,History of American Immigration,3.0,GH;IL;US,True
HIST 159,History of the FBI,3.0,GH;US,True
HIST 160,American Naval History,3.0,US,False
HIST 161,The Battle of Gettysburg in American Historical Memory,3.0,GH;US,True
HIST 162,The Pursuit of Happiness in American Life: Historical Literature and Modern Practice,3.0,GH;GHW;US,True
HIST 163,Asian History Through Film,3.0,GH;IL,True
HIST 164,The History of Brazil,3.0,GH;IL,True
HIST 165,"Islamic States, Societies and Cultures c. 600-1500",3.0,GH;IL,True
HIST 166,History of Sexuality,3.0,GH;US,True
HIST 169,The Indian Ocean World,3.0,GH;IL,True
HIST 170,South Asia to 1500,3.0,GH;IL,True
HIST 172,Introduction to Japanese Civilization,3.0,GH;IL,True
HIST 173,Vietnam in War and Peace,3.0,GH;IL,True
HIST 174,East Asia to 1800,3.0,GH;IL,True
HIST 175,East Asia since 1800,3.0,GH;IL,True
HIST 176,Survey of Indian History,3.0,GH;IL,True
HIST 177,Rise of Modern Southeast Asia,3.0,GH;IL,True
HIST 178,Latin-American History to 1820,3.0,GH;IL,True
HIST 179,Latin-American History Since 1820,3.0,GH;IL,True
HIST 180,Ancient Warfare,3.0,GH;IL,True
HIST 181,Introduction to the Middle East,3.0,GH;IL,True
HIST 182,"Asian Trade: Economy, Industrialization and Capitalism in Asia",3.0,GH;IL,True
HIST 183,"Gender, Family, and Society in East Asia",3.0,GH;IL,True
HIST 184,Society and Culture in the Pacific War,3.0,GH;IL,True
HIST 186,The Silk Roads,3.0,GH;IL,True
HIST 187,Global Taiwan /Maximum of 3,3.0,IL,False
HIST 188,"Tibet: People, Places and Spaces",3.0,GH;IL,True
HIST 190,The Middle East Today,3.0,GH;IL,True
HIST 191,Early African History,3.0,GH;IL,True
HIST 192,Modern African History,3.0,GH;IL,True
HIST 193,Modern Iran,3.0,GH;IL,True
HIST 194,Jerusalem: Sacred and Profane,3.0,GH;IL,True
HIST 195,Genocide in Global perspectives: Twentieth Century and beyond,3.0,GH;IL,True
HIST 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HIST 2,Western Civilization II,3.0,GH;IL,True
HIST 20,American Civilization to 1877,3.0,GH;US,True
HIST 200,American Local History /Maximum of 6,3.0,US,False
HIST 203,"History of Monsters, Aliens & the Supernatural",3.0,GH;GS;IL;US,True
HIST 20Y,American Civ to 1877Y,3.0,GH;US,True
HIST 21,American Civilization Since 1877,3.0,GH;US,True
HIST 210,"Freedom's First Generation: African American Life and Work, from the Civil War to World War II",3.0,GH;US,True
HIST 211,Slavery and Freedom in the Black Atlantic,3.0,GH;IL;US,True
HIST 212,Earthquakes and Human History,3.0,GH;GN,True
HIST 213Y,African American Women's History,3.0,GH;US,True
HIST 238,Society and Culture in Palestine/Israel,3.0,GH;GS;IL,True
HIST 240Q,Artistic Patronage in Europe,3.0,GA;GH;IL,True
HIST 245,Middle Eastern Cities,3.0,GH;IL,True
HIST 250,Introduction to the Caribbean,3.0,GH;IL,True
HIST 252,Revolutions in the Middle East,3.0,GH;IL,True
HIST 255,History of the Book,3.0,GA;GH;IL,True
HIST 260,The Middle East in Film,3.0,GH,False
HIST 266Y,Sexuality and Violence in Nineteenth-Century America,3.0,GH;US,True
HIST 292,Witches and Witchcraft from the Middle Ages to the Present,3.0,GA;GH;IL;US,True
HIST 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HIST 3,The American Nation: Historical Perspectives,3.0,GH;US,True
HIST 305Y,Middle East Studies Research Workshop /Maximum of 6,3.0,IL,False
HIST 399,Foreign Study--History 1-/Maximum of 12,12.0,IL,False
HIST 400,Global History of Food and Famine,3.0,IL,False
HIST 402,Russian Economic History,3.0,GH;GS;IL,True
HIST 404,Advanced Public History,3.0,US,False
HIST 405Y,The Roman Empire,3.0,IL,False
HIST 407,Early Medieval Society,3.0,IL,False
HIST 408,Church and State in the High Middle Ages,3.0,IL,False
HIST 409Y,Antisemitisms,3.0,IL,False
HIST 411,Medieval Britain,3.0,IL,False
HIST 412,Intellectual History of the Middle Ages,3.0,IL,False
HIST 413,Medieval Celtic Studies,3.0,IL,False
HIST 414,Renaissance and Reformation,3.0,IL,False
HIST 417,The Age of Absolutism,3.0,IL,False
HIST 418,The French Revolution and the Napoleonic Era,3.0,IL,False
HIST 420,Recent European History,3.0,IL,False
HIST 421,The History of European Women,3.0,IL,False
HIST 423Y,The Spanish Empire,3.0,IL,False
HIST 424,Comparative History of Sports and Politics,3.0,IL,False
HIST 425,History of the Incas,3.0,IL,False
HIST 426,Holocaust,3.0,IL,False
HIST 427,Germany Since 1860,3.0,IL,False
HIST 428,The Darwinian Revolution,3.0,IL,False
HIST 430,Eastern Europe in Modern Times,3.0,IL,False
HIST 431,Black Liberation and American Foreign Policy,3.0,IL;US,True
HIST 432,Between Nation and Empire: The Caribbean in the 20th Century,3.0,IL,False
HIST 433,"Imperial Russia, 1700-1917",3.0,IL,False
HIST 434,History of the Soviet Union,3.0,IL,False
HIST 436,"Great Britain Under the Tudors and Stuarts, 1485-1688",3.0,IL,False
HIST 437,Great Britain 1688-1867,3.0,IL,False
HIST 438,Great Britain 1867-Present,3.0,IL,False
HIST 440,Colonial America to 1753,3.0,US,False
HIST 441,"Revolutionary America, 1753-1783",3.0,US,False
HIST 442,"The Early American Republic, 1783-1850",3.0,US,False
HIST 444,The United States in Civil War and Reconstruction--1850-1877,3.0,US,False
HIST 445,The Emergence of Modern America,3.0,US,False
HIST 446,America Between the Wars,3.0,US,False
HIST 447,Recent American History /Maximum of 3,3.0,US,False
HIST 448,America in the 1960s,3.0,US,False
HIST 449,Constitutional History of the United States to 1877,3.0,US,False
HIST 450,Constitutional History of the United States Since 1877,3.0,US,False
HIST 451,The Consumer Revolution,3.0,US,False
HIST 454,American Military History,3.0,US,False
HIST 455,The History of Epidemics,3.0,IL,False
HIST 457,Hiroshima & the Holocaust in History and Memory,3.0,IL,False
HIST 458Y,History of Work in America,3.0,US,False
HIST 459Y,Social and Cultural History of the United States Since 1783,3.0,US,False
HIST 460Y,Research Seminar in History of Asian Religion & Medicine /Maximum of 9,3.0,IL,False
HIST 461,The Emergence of the American City: 1100-1880,3.0,IL;US,True
HIST 462,The Twentieth Century City,3.0,IL;US,True
HIST 465,The Post-World War II Civil Rights Movement,3.0,US,False
HIST 466,Lesbian and Gay History,3.0,IL;US,True
HIST 467,Latin America and the United States,3.0,IL;US,True
HIST 468,Mexico and the Caribbean Nations in the Twentieth Century,3.0,IL,False
HIST 471Y,"Classical Islamic Civilization, 600-1258",3.0,IL,False
HIST 472,The Ottoman Empire,3.0,IL,False
HIST 473,The Contemporary Middle East,3.0,IL,False
HIST 475Y,The Making and Emergence of Modern India,3.0,IL,False
HIST 479,History of Imperialism and Nationalism in Africa,3.0,IL,False
HIST 480,Japan in the Age of Warriors,3.0,IL,False
HIST 481,Modern Japan Since 1800,3.0,IL,False
HIST 482,Confucius and the Great Books of China,3.0,IL,False
HIST 483,Middle China,3.0,IL,False
HIST 484Y,History of Chinese Thought,3.0,IL,False
HIST 485Y,"China's Last Empire: The Qing Dynasty, 1644-1911",3.0,IL,False
HIST 486,China in Revolution,3.0,IL,False
HIST 492,Witchcraft in Early Modern Europe,3.0,IL,False
HIST 493,History of Death and Mourning,3.0,IL;US,True
HIST 499,Foreign Study--History 1-/Maximum of 6,6.0,IL,False
HIST 5,Ancient Mediterranean Civilizations,3.0,GH;IL,True
HIST 6,History and Weather: How Weather Played an Instrumental Role in Great World Events,3.0,GH;GN;IL;US,True
HIST 66,Survey of British History,3.0,GH;IL,True
HIST 83,First-Year Seminar in History,3.0,GH;US,True
HM 101,Exploring the Global Hospitality Industry,3.0,GS,False
HM 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HM 208,"Social, Cultural, and Health Influences of Alcohol",1.5,GHW,False
HM 209,Alcohol & Cuisine: Culture & Responsible Service,1.5,GHW,False
HM 210,The Impact of Culture and Customs in Global Hospitality Environments,3.0,GH;GS;IL,True
HM 265,Teams and Leadership in the Hospitality Industry,3.0,GS,False
HM 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HM 350,Hospitality Revenue and Profit Optimization,3.0,GQ,False
HM 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HM 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HM 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HONOR 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HORT 101,Horticultural Science,3.0,GN,False
HORT 122,Wine grape production across the United States,3.0,GN,False
HORT 150,Plants in the Human Context,3.0,GN;GS,True
HORT 169,"Fundamentals of Home Landscaping: An Introduction to Design, Construction, and Maintenance",3.0,GA;GN,True
HORT 201,Applied Arboriculture,2.0,GHW,False
HORT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HORT 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
HORT 499F,Special Topics 1-/Maximum of 9,9.0,IL,False
HPA 401,Comparative Health Systems,3.0,IL,False
HPA 438,Culturally Competent Health Services for Diverse Populations,3.0,US,False
HPA 440,Principles of Epidemiology,3.0,IL;US,True
HPA 57,Consumer Choices in Health Care,3.0,GHW,False
HPA 58,Understanding Health Insurance,3.0,GHW,False
HUM 100,Foundations in the Humanities: Understanding the Human Experience,3.0,GA;GH,True
HUM 101,Transformative Texts Part 1: Foundational Knowledge,3.0,GH;IL,True
HUM 102,Transformative Texts Part 2: Contemporary Issues & Practical Perspectives,3.0,GH;US,True
HUM 150,World Mythologies in the Arts,3.0,GA;GH;IL,True
HUM 200,Explorations in the Humanities: The Quest,3.0,GA;GH,True
HUM 220,Artificial Intelligence and the Human Experience,3.0,GH;GS,True
HUM 300,Interpretations in the Humanities,3.0,GA;GH,True
HUM 400,Expressions in the Humanities,3.0,GA;GH,True
HUM 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IB 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IB 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IB 303,International Business Operations,3.0,IL,False
IB 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IB 440,Globalization and Its Implications,3.0,IL;US,True
IB 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IE 399,Foreign Studies--Industrial Engineering 1-/Maximum of 12,12.0,IL,False
IE 499,Foreign Studies--Industrial Engineering 1-/Maximum of 12,12.0,IL,False
IEC 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IEC 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INART 1,The Arts,3.0,GA,False
INART 10,The Popular Arts in America: Mass Media Arts,3.0,GA,False
INART 100,Seminar in Integrative Arts,3.0,GA,False
INART 110,The Dramatic Arts in the Mass Media,3.0,GA,False
INART 115,The Popular Arts in America: Popular Music,3.0,GA;US,True
INART 116,The Popular Arts in America: The History of Rock and Roll-The 1950s,3.0,GA;US,True
INART 125,The Popular Arts in America: The History of Rock and Roll - Punk Rock,3.0,IL;US,True
INART 126,The Popular Arts in America: The History of Hip-Hop,3.0,GA;GH;US,True
INART 141,African American Read-In Engaged Learning Experience 1-/Maximum of 6,3.0,GA;GH;US,True
INART 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INART 203Q,Medievalism,3.0,GA;GH,True
INART 205,Introducing the Beatles,3.0,GA,False
INART 220,Stand-Up Comedy: A Cultural History,3.0,GA;US,True
INART 226,Critical Approaches to Hip-Hop,3.0,GA;GH,True
INART 258A,Fundamentals of Digital Audio,3.0,GA,False
INART 258B,Fundamentals of Digital Audio,1.0,GA,False
INART 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INART 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INART 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INART 5,Performing Arts,3.0,GA,False
INART 50,The Science of Music,3.0,GN,False
INART 55,History of Electronic Music,3.0,GA;GH;IL,True
INTAG 100,"Everyone Eats: Hunger, Food Security & Global Agriculture",3.0,GN;GS;IL,True
INTAG 199,Foreign Studies 1-/Maximum of 12,12.0,GN;GS;IL,True
INTAG 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INTAG 300,Tropical Agriculture and Food Systems,3.0,IL,False
INTAG 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INTAG 460,International Food Production /Maximum of 3,1.0,IL,False
INTAG 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
INTST 100,Introduction to International Studies,3.0,GS;IL,True
IST 110,"Information, People and Technology",3.0,GS,False
IST 130,Emerging Technologies in Popular Culture,3.0,GA,False
IST 144,Invasion of Technology from a 21st Century Perspective,3.0,GH;GS,True
IST 170,What is Information?,3.0,GH;GS,True
IST 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IST 222,Community Informatics,3.0,GS,False
IST 234,Digital Cultures,3.0,GH;GS,True
IST 235,Gender and the Global Information Technology Sector,3.0,US,False
IST 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IST 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IST 442,Information Technology in an International Context,3.0,IL,False
IST 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IT 130,Italian Culture and Civilization,3.0,GH;IL,True
IT 131,Introduction to Italian American Culture,3.0,GH;US,True
IT 140,Italian Language & Culture for Study Abroad,3.0,GH;IL,True
IT 175,Italian Language and Culture for Embedded Experiences Abroad,3.0,GH;IL,True
IT 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IT 210,Multilingual and Intercultural Communication /Maximum of 6,3.0,GH;GS;IL;US,True
IT 225,Organized Crime in Film and Society,3.0,GH;GS,True
IT 240Q,Artistic Patronage in Europe,3.0,GA;GH;IL,True
IT 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
IT 325,Italy's Inspiration for Your Life,3.0,GH,False
IT 399,Foreign Study--Italian 1-/Maximum of 12,12.0,IL,False
IT 83,"First-Year Seminar in Italian Literature, Film, and Culture",3.0,GH;IL,True
IT 99,Foreign Studies 1-/Maximum of 12,12.0,IL,False
JAPNS 110,Level Two Japanese B,4.0,IL,False
JAPNS 120,Japanese Literature in Its Cultural Context,3.0,GH;IL,True
JAPNS 121,Japanese Film and New Media,3.0,GA;GH;IL,True
JAPNS 122,Gods to Godzilla: A Survey of Japanese Culture,3.0,GH;IL,True
JAPNS 172,Introduction to Japanese Civilization,3.0,GH;IL,True
JAPNS 199,Foreign Study 1-/Maximum of 8,8.0,IL,False
JAPNS 210,Extensive Reading in Japanese /Maximum of 6,1.0,IL,False
JAPNS 299,Foreign Study 1-/Maximum of 12,12.0,IL,False
JAPNS 399,Foreign Study 1-/Maximum of 12,12.0,IL,False
JAPNS 401,Level Three Japanese A,4.0,IL,False
JAPNS 402,Level Three Japanese B,4.0,IL,False
JAPNS 403Y,Level Four Japanese A,4.0,IL,False
JAPNS 404,Level Four Japanese B,4.0,IL,False
JAPNS 410,Japanese Through Manga,3.0,IL,False
JAPNS 430,Japan in the World,3.0,IL,False
JAPNS 431,Courtly Japan,3.0,IL,False
JAPNS 432,War and the Warrior in Japan,3.0,IL,False
JAPNS 434,Beyond Anime,3.0,IL,False
JAPNS 452,"Contemporary Japan: Cultures, Lifestyles, Trends /Maximum of 6",3.0,IL,False
JAPNS 453,Japanese Film /Maximum of 6,3.0,IL,False
JAPNS 454,Japanese Literature /Maximum of 6,3.0,IL,False
JAPNS 499,Foreign Study 1-/Maximum of 15,15.0,IL,False
JAPNS 9,Easy Japanese through Food,1.0,IL,False
JAPNS 99,Foreign Study 1-/Maximum of 12,12.0,IL,False
JST 10,Jewish Civilization,3.0,GH;IL,True
JST 102,Ancient Israel,3.0,GH;IL,True
JST 104,The Bible as Literature,3.0,GH;IL,True
JST 106,Mysticism and Kabbalah,3.0,GH;IL,True
JST 110,Hebrew Bible: Old Testament,3.0,GH;IL,True
JST 111,Early Judaism,3.0,GH;IL,True
JST 112,Jesus the Jew,3.0,GH;IL,True
JST 113,Jewish Myths and Legends,3.0,GH;IL,True
JST 114,Modern Judaism,3.0,GH;IL;US,True
JST 115,The American Jewish Experience,3.0,GH;US,True
JST 118,Modern Jewish History,3.0,GH;IL,True
JST 12,Lands of the Bible,3.0,GH;GS;IL,True
JST 120,New Testament,3.0,GH,False
JST 121,History of the Holocaust 1933-1945,3.0,GH;IL,True
JST 122,Apocalypse and Beyond,3.0,GH;IL,True
JST 123,History of God: Origins of Monotheism,3.0,GH;IL,True
JST 124,Early and Medieval Christianity,3.0,GH;IL,True
JST 128,The Holocaust in Film and Literature,3.0,GA;GH;IL;US,True
JST 132,Jewish American Literature,3.0,GH;US,True
JST 135,Ethics in Jewish Tradition and Thought,3.0,GH;IL,True
JST 140,The History of the Israel-Palestine Conflict (1917-Present) /Maximum of 3,3.0,GH;IL,True
JST 143,History of Fascism and Nazism,3.0,GH;GS;IL,True
JST 153,Dead Sea Scrolls,3.0,GH;IL,True
JST 160,Sacrifice in the Ancient World,3.0,GH;IL,True
JST 181,Introduction to the Middle East,3.0,GH;IL,True
JST 186,The Silk Roads,3.0,GH;IL,True
JST 190,The Middle East Today,3.0,GH;IL,True
JST 193,Modern Iran,3.0,GH;IL,True
JST 194,Jerusalem: Sacred and Profane,3.0,GH;IL,True
JST 195,Genocide in Global perspectives: Twentieth Century and beyond,3.0,GH;IL,True
JST 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
JST 235,The Church and the Jews,3.0,IL;US,True
JST 260,The Middle East in Film,3.0,GH,False
JST 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
JST 305Y,Middle East Studies Research Workshop /Maximum of 6,3.0,IL,False
JST 320,"Language, Ideology, and Propaganda",3.0,GH;GS,True
JST 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
JST 4,Jewish and Christian Foundations,3.0,GH;IL;US,True
JST 401,Ancient Technologies and Socio-cultural History in the Ancient Levant,3.0,IL,False
JST 409Y,Antisemitisms,3.0,IL,False
JST 411,Jewish Studies /Maximum of 9,3.0,IL;US,True
JST 426,Holocaust,3.0,IL,False
JST 457,"Jewish Communities: Identity, Survival, and Transformation in Unexpected Places",3.0,IL;US,True
JST 459,Writing Palestine-Israel,3.0,GH;IL,True
JST 473,The Contemporary Middle East,3.0,IL,False
JST 474,Hiroshima & the Holocaust in History and Memory,3.0,IL,False
JST 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
JST 60,Society and Cultures in Modern Israel,3.0,GH;GS;IL,True
JST 70,Prophecy in the Bible and the Ancient Near East,3.0,GH;IL,True
JST 83,First-Year Seminar in Jewish Studies,3.0,GH;IL,True
JST 90,"Jerusalem: Past, Present, and Future",3.0,GH;IL,True
KEYBD 10,Keyboard: Non-Major /Maximum of 8,1.0,GA,False
KEYBD 100,Piano: Secondary /Maximum of 8,1.0,GA,False
KEYBD 11,Keyboard: Non-Major /Maximum of 8,2.0,GA,False
KEYBD 110,Piano: Secondary /Maximum of 16,2.0,GA,False
KINES 1,Introduction to Outdoor Pursuits 1.5-/Maximum of 12,3.0,GHW,False
KINES 10,Techniques in Rock Climbing,1.5,GHW,False
KINES 10A,Lead Rock Climbing,1.5,GHW,False
KINES 11,Snowsports: Downhill Skiing,1.5,GHW,False
KINES 12,Snowsports: Snowboarding,1.5,GHW,False
KINES 13,"First Aid & Safety, CPR/AED",1.5,GHW,False
KINES 160,Fitness with Exercise Physiology,3.0,GHW;GN,True
KINES 17,Ballroom Dance,1.5,GHW,False
KINES 199,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KINES 20,Modern Dance,1.5,GHW,False
KINES 222,Science and Politics of the Female Athlete,3.0,GHW;GS,True
KINES 24,Lifetime Sports,3.0,GHW,False
KINES 25,Introduction to Court Sports,1.5,GHW,False
KINES 27,Badminton,1.5,GHW,False
KINES 29,Golf I 1,1.5,GHW,False
KINES 299,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KINES 29B,Total Golf 1.5,3.0,GHW,False
KINES 29C,Total Golf in Pennsylvania,3.0,GHW,False
KINES 303,Emergency Recognition and Care with BLS CPR,3.0,GHW,False
KINES 341,"The Historical, Cultural, and Social Dynamics of Sport /Maximum of 3",3.0,IL;US,True
KINES 384,Biomechanics,3.0,GQ,False
KINES 399,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KINES 4,Principles of Fly Tying and Fly Fishing for Trout,1.5,GHW,False
KINES 405,Bicycling Culture and Urban Design,3.0,GA;GHW;IL,True
KINES 419,Disability Sport and Recreation,3.0,GH;US,True
KINES 42,Ice Skating,1.5,GHW,False
KINES 424,Women and Sport,3.0,US,False
KINES 425,Physical Activity in Diverse Populations,3.0,US,False
KINES 44,Racquetball I,1.5,GHW,False
KINES 441,History of Sport in American Society,3.0,US,False
KINES 446,History of Sport in the Modern World,3.0,IL,False
KINES 449,Sport in African History,3.0,GH;IL,True
KINES 45,NAUI Basic SCUBA,1.5,GHW,False
KINES 46,Squash I 1-/Maximum of 1.5,1.5,GHW,False
KINES 47A,Beginning Swimming,1.5,GHW,False
KINES 47B,Intermediate Swimming,1.5,GHW,False
KINES 48,Tennis I,1.5,GHW,False
KINES 499,Foreign Studies 1-/Maximum of 12,12.0,IL,False
KINES 50,Lifeguarding,3.0,GHW,False
KINES 53,History and Practice of Martial Arts,3.0,GH;GHW,True
KINES 54,Martial Arts & The Movies,3.0,GH;GHW,True
